album_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
Quiet Dance,0.377,0.012,-28.691,0.0353,0.991,0.912,0.072,95.31
Quiet Please: The New Best of Nick Lowe,0.5840000000000001,0.8795,-9.302,0.0328,0.194535,0.00020075,0.9635,150.372
Quiet Storm,0.613,0.526,-9.243,0.031,0.669,0.933,0.108,154.082
Quiet Time,0.575,0.441,-9.141,0.0552,0.806,0.000432,0.665,98.868
Quilombo do Futuro,0.7695000000000001,0.881,-5.8635,0.22490000000000002,0.2219,2.035e-05,0.664,108.447
Quintal do TG,0.607,0.574,-8.916,0.0312,0.752,1.42e-05,0.835,148.057
Quintal do TG  [Ao Vivo],0.6313333333333333,0.63,-8.057333333333334,0.0587,0.7383333333333333,7.416666666666666e-06,0.8143333333333334,89.98700000000001
Quintessence,0.164,0.856,-4.534,0.0599,2.66e-06,0.0247,0.163,130.919
Quisiera Tener Alas,0.739,0.697,-3.392,0.0333,0.33,7.78e-06,0.994,125.335
Quiver,0.609,0.951,-3.171,0.0645,0.0537,0.000661,0.194,159.964
Quixotic,0.5665,0.2865,-15.773,0.038650000000000004,0.5238499999999999,0.38638,0.28300000000000003,104.393
Quién lo diría,0.5,0.698,-5.079,0.0474,0.0655,0.0,0.463,100.06
Quo vadis?,0.579,0.8995,-5.753,0.058499999999999996,0.011949999999999999,0.00010674999999999999,0.3695,114.973
Quão Grande,0.384,0.451,-11.404,0.0355,0.264,0.0279,0.0849,143.969
Qué Bello,0.632,0.9,-4.102,0.0371,0.511,9.12e-06,0.809,100.019
Qué Bien Se Siente,0.637,0.712,-5.116,0.135,0.323,2.69e-06,0.84,171.993
Qué Bonito,0.716,0.737,-6.076,0.06,0.118,0.0,0.585,95.009
"Qué Chevere, Vol. II",0.645,0.537,-12.642,0.0536,0.823,0.389,0.84,103.785
Qué Le Echaste al Tussi Hermano,0.888,0.536,-11.887,0.322,0.0919,0.0,0.728,98.052
Qué Más Pues?,0.891,0.819,-3.964,0.106,0.0261,0.000354,0.7680000000000001,101.968
Qué Pasará?,0.825,0.7,-5.154,0.172,0.277,1.65e-05,0.927,150.034
Qué Se Te Olvidó,0.728,0.333,-11.611,0.0387,0.462,0.0,0.966,102.568
Quédate conmigo,0.58,0.715,-4.74,0.0397,0.677,0.0,0.46,145.91
Quítate las Gafas,0.695,0.809,-6.002,0.255,0.164,0.0,0.507,184.028
R,0.479,0.492,-6.2905,0.07375,0.30569999999999997,0.0,0.46950000000000003,134.31799999999998
R U FCKIN SERIOUS,0.804,0.503,-7.693,0.0761,6.55e-05,0.839,0.266,124.997
R U Ready / Steal My Heart,0.482,0.954,-4.485,0.0966,0.000874,1.13e-06,0.0498,139.831
R U Still Down? [Remember Me],0.874,0.63,-3.585,0.298,0.0578,0.00479,0.717,95.0
R&B For Kids,0.577,0.582,-9.988,0.0693,0.775,1.66e-06,0.577,98.877
R&B Fresh Hits,0.684,0.792,-4.871,0.0726,0.0273,0.000374,0.549,95.083
R&B Hits,0.597,0.508,-6.556,0.256,0.248,0.0,0.737,178.02
R&B: From Doo-Wop To Hip-Hop,0.749,0.605,-9.359,0.086,0.00186,0.0381,0.966,142.024
R&G : The Masterpiece,0.888,0.632,-3.872,0.219,0.19,0.0,0.662,91.979
R'n'B Studying,0.5685384615384615,0.43215384615384617,-10.378769230769231,0.08230769230769232,0.5496423076923077,0.0007611153846153846,0.512,109.59857692307693
R-Evolucion,0.735,0.605,-10.1,0.333,0.0669,0.0,0.527,90.913
R...Rajkumar,0.595,0.688,-6.391,0.0386,0.516,0.0,0.866,91.979
R.A.B.T.,0.593,0.661,-6.685,0.0343,0.00024,0.000109,0.452,140.026
R.I.P.,0.771,0.861,-7.818,0.107,0.307,0.0,0.426,124.0
R.U.A 12 Batalha de Vida,0.739,0.571,-10.343,0.403,0.449,0.0,0.656,160.191
R.U.M.,0.546,0.993,-2.324,0.0975,0.0169,0.0,0.214,125.024
R.U.R,0.729,0.698,-6.196,0.0353,0.00292,0.675,0.275,110.977
R3VOLUTION,0.422,0.979,-2.085,0.194,0.00577,0.0,0.414,180.09
R4v3 B0y,0.63,0.891,-3.278,0.0738,0.0693,0.0146,0.505,174.973
RAAZ - The Mystery Continues,0.463,0.84,-4.035,0.0955,0.736,0.0,0.385,153.941
RAD,0.715,0.931,-3.0,0.157,0.00857,0.132,0.805,127.925
RAGAZZI FUORI,0.736,0.683,-6.516,0.315,0.257,0.0,0.276,86.033
RAIN,0.487,0.718,-4.066,0.0341,0.175,1.14e-06,0.187,96.024
RAINBOW,0.546,0.727,-3.261,0.0364,0.04,0.0,0.657,114.954
RAINBOW SUMMER SHOWER,0.6599999999999999,0.9585,-1.657,0.126,0.0731,0.0,0.7515000000000001,116.249
RAINDANCE,0.89,0.468,-10.627,0.339,0.0715,0.0107,0.397,124.974
RAKSGELE,0.755,0.437,-9.861,0.105,0.188,0.0,0.416,130.002
"RAM 15X15, Vol. 1",0.443,0.952,-6.306,0.0604,0.000151,0.351,0.433,172.015
"RAM 15X15, Vol. 2",0.507,0.752,-6.875,0.0444,0.000239,0.816,0.422,169.935
RAM 25,0.67,0.905,-0.782,0.0679,0.000314,0.844,0.739,172.998
RAM Drum & Bass Annual 2016,0.337,0.921,-2.21,0.0401,0.000128,1.66e-05,0.243,173.848
RAP BHOOSHANAM COCHIN BROTHERS PVT. LTD.,0.743,0.6133333333333333,-11.713,0.12480000000000001,0.08579999999999999,0.005707533333333334,0.5146666666666667,123.32866666666666
RAP ITALIANO 2010-2020 HITS Vol.1,0.644,0.637,-7.816,0.0489,0.0119,5.71e-05,0.128,127.993
RAP MUSCULATION RENTRÉE 2022,0.7649444444444444,0.6991111111111111,-6.775444444444444,0.2857166666666667,0.24405555555555555,7.461111111111111e-07,0.6103333333333334,134.2178888888889
RAREST SHXT.,0.441,0.756,-8.952,0.891,0.293,0.0552,0.232,163.327
RAS Portraits,0.7513333333333333,0.5670000000000001,-8.539333333333333,0.0474,0.2876666666666667,0.0016943333333333333,0.8923333333333333,108.13466666666666
RASGACABEZA,0.562,0.309,-7.816,0.0252,0.569,2.71e-05,0.458,102.031
RASIA,0.59,0.84,-8.047,0.131,0.0147,0.0,0.636,79.987
RAT Race,0.864,0.586,-5.098,0.232,0.123,0.0,0.331,131.961
RATA-TATA,0.6789999999999999,0.559,-4.318,0.0688,0.00142,0.00113,0.886,134.048
RAZ WORLD 2019,0.634,0.953,-4.4510000000000005,0.04765,0.011725000000000001,0.772,0.14565,120.745
RCA 100 Anos De Musica - Segunda Parte,0.5762,0.4464,-9.483799999999999,0.03806,0.7006,0.001057388,0.5648,120.1054
RCA 100 Años De Musica,0.599,0.41200000000000003,-9.3245,0.031625,0.6325000000000001,0.060751195,0.66075,104.2685
RCA 100 Años de Música,0.701,0.495,-13.236,0.0432,0.495,0.000128,0.787,125.669
RCA 100 Años de Música - Segunda Parte,0.5315,0.4075,-7.667,0.0348,0.6455,9.1e-07,0.6174999999999999,87.261
RCA Country Legends: Don Gibson,0.59,0.586,-9.158,0.0344,0.422,4.46e-05,0.729,91.17
RDKYSZN,0.895,0.515,-9.579,0.079,0.493,0.0002,0.347,130.027
"RDN & Amigos, Vol. 1",0.6745,0.4897,-9.044799999999999,0.05084999999999999,0.2428,0.0,0.6213,128.9107
"RDN & Amigos, Vol. 2",0.6275625,0.5181250000000001,-8.5144375,0.0730875,0.4591875,0.0,0.6304375,140.31775
"RDN & Amigos, Vol. 3",0.6813333333333333,0.6756666666666667,-6.320666666666667,0.050633333333333336,0.45166666666666666,0.0,0.6443333333333333,103.17999999999999
"RDN & Amigos, Vol. 4",0.679,0.552,-8.464,0.0573,0.449,0.0,0.731,95.95
"RDN & Amigos, Vol. 6",0.609,0.633,-6.944,0.0649,0.394,0.0,0.527,175.853
"RDN & Amigos, Vol. 7",0.53,0.437,-10.454,0.0649,0.544,0.0,0.62,168.033
"RDN Ao Vivo, Vol. 1",0.562,0.777,-7.929,0.0543,0.33,0.0,0.861,174.064
"RDN e Amigos 2, Bloco 1",0.5252000000000001,0.6849999999999999,-8.6568,0.034100000000000005,0.4446,0.0,0.8648,164.036
"RDN e Amigos 2, Bloco 2",0.65,0.774,-8.786,0.0383,0.539,0.0,0.834,98.146
RE-Turn,0.693,0.907,-6.182,0.0437,0.00106,0.084,0.768,134.945
REAL LIFE,0.478,0.738,-4.464,0.0414,0.00432,0.0,0.353,163.994
REBELS NEVER DIE,0.5475000000000001,0.9139999999999999,-6.133,0.084075,0.000817,0.833,0.072725,128.98624999999998
REBIRTH,0.49,0.892,-3.14,0.0474,0.0211,0.0,0.379,76.535
REBOOT,0.677,0.912,-3.592,0.0361,0.216,0.0,0.614,107.977
RECHARGED,0.6156666666666667,0.8666666666666667,-5.348,0.06369999999999999,0.0020199999999999997,0.08538666666666667,0.3739666666666667,118.329
RECON,0.758,0.58,-13.134,0.082,0.116,0.0,0.731,142.994
RED,0.449,0.693,-4.592,0.0351,0.0165,0.0,0.423,107.997
RED MOON,0.616,0.833,-3.314,0.067,0.315,0.0,0.595,97.898
REFLECTIONS,0.5443333333333333,0.8066666666666666,-4.3069999999999995,0.03466666666666667,0.04766666666666667,0.4606666666666667,0.15966666666666665,170.34966666666665
REFLECTION{Drip},0.5025000000000001,0.8305,-4.648,0.03485,0.0104685,0.0,0.6255,122.08949999999999
REFLECTION{Naked},0.576,0.939,-4.004,0.043,0.00364,0.0,0.361,126.926
REGGAE Music Again,0.648,0.651,-5.289,0.082,0.0608,0.0,0.541,89.882
REGNIG DAG,0.5088571428571429,0.463265306122449,-8.441061224489797,0.04563469387755102,0.5122302040816327,0.034019165918367344,0.44078163265306125,119.98173469387754
REINCARNATION,0.69,0.861,-5.908,0.027,0.057,0.0254,0.833,138.335
RELATE,0.673,0.7275,-6.653,0.1405,0.0887,3.46e-06,0.29000000000000004,103.994
RELOAD,0.67,0.755,-2.978,0.0479,0.000861,0.272,0.288,139.943
REMEDY,0.7585,0.6305000000000001,-6.9085,0.26815,0.3375,0.0,0.5675,108.49600000000001
REMINISCE,0.52,0.966,-5.845,0.0601,8.96e-05,0.197,0.0382,128.02
RENAISSANCE,0.78,0.689,-5.668,0.141,0.0368,9.69e-06,0.642,115.042
RENT,0.475,0.579,-4.096,0.0334,0.609,0.0,0.466,178.151
REQUEST,0.656,0.723,-5.9559999999999995,0.0402,0.25966666666666666,0.0115165,0.6833333333333332,133.35
RESET,0.597,0.967,-3.479,0.331,0.111,0.0,0.25,145.995
REST IN PIECES,0.678,0.657,-6.484,0.42,0.278,0.0,0.508,164.101
RESUME,0.855,0.56,-5.988,0.362,0.0277,0.000476,0.389,123.019
REVENGE,0.7386,0.7276,-5.9872,0.17118,0.14608000000000002,1.7539999999999999e-06,0.6195999999999999,132.7082
REVIEWⅡ 〜BEST OF GLAY〜,0.5335000000000001,0.9159999999999999,-3.1505,0.038849999999999996,0.0006245000000000001,0.0024374550000000003,0.595,136.832
REVISIT,0.586,0.33,-9.607,0.0389,0.933,8.66e-05,0.471,136.057
REWIND. SELECT. UPDATE,0.579,0.777,-3.328,0.0889,0.385,2.9e-06,0.838,77.893
RH Singles&...〜edition de luxe〜,0.719,0.903,-5.758,0.0326,0.17,0.0162,0.786,101.491
RILY,0.716,0.755,-4.344,0.15,0.104,0.0,0.589,93.947
RILY’S NIGHT -百合演夜-,0.674,0.513,-6.53,0.0887,0.437,0.0,0.63,67.524
RIOT ON THE GRILL,0.4751666666666667,0.9305,-1.2756666666666667,0.05325,0.0003333333333333333,0.10002233333333332,0.5257333333333333,138.9055
RISE,0.5297499999999999,0.88575,-3.57775,0.21725,0.01795,5.15e-06,0.5812499999999999,158.74175
RISING SUN,0.602,0.59,-10.671,0.0596,0.027,2.69e-05,0.418,143.643
RISKY,0.448,0.671,-4.722,0.0277,0.807,8.77e-06,0.279,88.014
RMK & Toppen,0.731,0.779,-6.447,0.0307,0.284,0.0,0.91,96.054
ROAD OUT ”TRACKS”,0.675,0.748,-9.387,0.0296,0.0312,0.00127,0.923,125.143
ROADRUNNER,0.809,0.464,-8.716,0.373,0.483,0.0,0.441,140.006
ROBAKI,0.363,0.923,-4.34,0.0728,0.00369,0.0,0.631,168.416
ROCK ALIVE,0.573,0.703,-7.118,0.0288,0.337,0.00016,0.674,138.032
ROCK IT,0.868,0.55,-4.732,0.171,0.00745,0.839,0.615,128.018
ROCK PESADO,0.758,0.985,1.682,0.425,0.647,0.0,0.49,130.924
ROCKER,0.7593333333333333,0.6053333333333334,-6.849,0.05329999999999999,0.367,0.0,0.8773333333333334,143.02066666666667
ROCKISDEAD,0.567,0.6639999999999999,-5.936999999999999,0.032049999999999995,0.02885,0.0,0.6535,88.241
ROMANTIC 1990,0.337,0.976,-3.365,0.165,0.00047,0.000294,0.27,192.129
ROUND ONE,0.603,0.982,-4.088,0.0506,3.05e-05,0.768,0.111,140.006
ROUTE to ROOTS,0.414,0.42,-5.647,0.0301,0.303,9.13e-06,0.376,97.136
"RP XVII - Novo dia, Novo Tempo",0.48,0.5555,-8.127,0.04575,0.40099999999999997,0.0,0.27899999999999997,139.5285
RPM,0.681,0.36,-9.901,0.159,0.926,0.95,0.417,84.896
RPM 2002,0.284,0.375,-9.326,0.027,0.409,8.94e-05,0.217,104.96
RTC is the legacy,0.6496000000000001,0.9720000000000001,-2.8402000000000003,0.2424,0.172722,0.21200871000000002,0.14212,112.63319999999999
RTRN II JUNGLE,0.529,0.895,-4.2015,0.34450000000000003,0.038845,0.0014185,0.22749999999999998,175.0285
RTRN II JUNGLE: REVISITED,0.617,0.99,-2.499,0.0798,0.0291,0.0101,0.45,173.065
RTRN: THE ORIGINALS,0.864,0.649,-4.0,0.31,0.106,0.0,0.747,119.896
RUDENESS - Hardcore beyond rules,0.388,0.914,-5.475,0.356,0.00105,0.0166,0.187,172.915
RUH,0.806,0.929,-3.475,0.232,0.164,0.0,0.332,105.07
RUN UP!,0.598,0.834,-4.79,0.196,0.123,0.0,0.603,84.488
RUN WILD. LIVE FREE. LOVE STRONG.,0.529125,0.620875,-7.385375,0.04625,0.24702749999999998,3.675625e-05,0.3778375,102.14262500000001
RUNNING,0.922,0.646,-4.131,0.161,0.0179,0.0,0.515,92.041
RUSH,0.816,0.497,-11.577,0.12,0.845,1.75e-05,0.704,140.025
RUSSIAN WOMAN,0.89,0.701,-7.061,0.194,0.204,0.0,0.652,102.001
RV8,0.807,0.278,-11.445,0.336,0.0204,0.866,0.256,177.975
RZO,0.6426666666666666,0.5776666666666667,-10.46,0.27399999999999997,0.23843333333333336,0.0,0.7696666666666667,77.31133333333334
Ra Ra Rakkamma,0.8354999999999999,0.967,-5.7895,0.09895,0.47400000000000003,0.0012950000000000001,0.362,130.00900000000001
Ra Ta Ta 2011,0.812,0.999,-2.313,0.165,0.181,0.0,0.948,138.007
Ra-One,0.6858,0.8564,-5.1012,0.03928,0.08124,0.013616467999999998,0.8455999999999999,119.9866
Raabta,0.607,0.7228333333333333,-5.765333333333333,0.05076666666666666,0.35213333333333335,0.0,0.5078333333333332,127.26183333333334
"Raabta  [From ""Raabta""]",0.636,0.701,-6.825,0.0363,0.414,0.0,0.352,113.886
Raahi,0.531,0.399,-9.089,0.0294,0.7040000000000001,0.0,0.21,107.50600000000001
Raajneeti,0.564,0.867,-6.21,0.121,0.361,0.0,0.815,88.919
Raanjhana Ve,0.628,0.834,-4.56,0.116,0.575,0.0,0.747,78.207
Raanjhanaa,0.6206666666666667,0.597,-9.673833333333333,0.0496,0.4415,0.020528333333333332,0.572,123.97716666666666
Raat Raazi,0.652,0.3373076923076923,-12.406923076923077,0.0337,0.6221307692307693,0.18424615384615384,0.3812307692307692,117.81700000000001
Raat Raazi - Single,0.48100000000000004,0.254,-10.642,0.0307,0.7559999999999999,0.37200000000000005,0.138,105.418
Raataan Lambiyan,0.588,0.5,-9.09,0.044700000000000004,0.7795,0.02125,0.4075,80.756
Raaton Main,0.573,0.597,-8.968,0.0474,0.491,8.94e-06,0.86,97.023
Raavanan,0.674,0.663,-8.886,0.0619,0.3,2.96e-06,0.287,92.997
Raaz,0.508,0.72625,-10.04775,0.060125,0.4855,2.0225e-06,0.7464999999999999,89.22
Raaz 3,0.538,0.736,-6.113,0.109,0.37,0.0,0.644,147.89
Raaz Reboot,0.568,0.55,-6.172,0.0262,0.728,3.62e-05,0.436,110.079
Raaz Tera Mera,0.307,0.254,-13.692,0.0265,0.8450000000000001,6.08e-06,0.332,81.028
Rab Ne Bana Di Jodi,0.6122857142857142,0.6951428571428571,-8.491285714285715,0.1161,0.3724,0.16342974285714287,0.6971428571428572,108.64114285714287
Rab Raakha,0.559,0.781,-6.496,0.0341,0.629,0.0569,0.373,119.964
Rabbit & Friendz III,0.738,0.9,-3.269,0.0424,0.00962,0.0,0.192,99.931
Rabeteira,0.616,0.555,-6.453,0.346,0.561,0.0,0.735,104.813
Rabid Death's Curse,0.176,0.905,-4.609,0.0815,2.64e-06,0.574,0.0739,120.535
Rabies,0.66,0.83,-13.518,0.0573,0.000879,0.0266,0.514,125.369
Race,0.598,0.6563333333333333,-6.116333333333333,0.08426666666666667,0.2683333333333333,2.8433333333333334e-05,0.7676666666666666,149.46766666666667
Race 2,0.71375,0.836,-4.668,0.0508,0.25245,5.9e-07,0.688,128.71175
Race Car Blues,0.605,0.8285,-4.9285,0.07339999999999999,0.00492,1.72e-06,0.6930000000000001,143.0315
Racially Motivated,0.5654999999999999,0.9375,-5.482,0.896,0.8985000000000001,0.0,0.47650000000000003,116.8275
Racional,0.676,0.352,-10.402,0.0367,0.208,0.0,0.509,111.179
Rack,0.725,0.563,-9.273,0.104,0.0639,0.0,0.57,125.024
Raconteur,0.417,0.00489,-31.073,0.0419,0.988,0.937,0.286,71.084
Rad-Trospective,0.6947857142857143,0.8385,-6.077857142857143,0.14197857142857143,0.06929335714285714,0.00026776142857142855,0.7067142857142857,137.87157142857143
Radetzky Beats,0.885,0.96,-2.516,0.266,0.0258,0.000158,0.518,124.986
Radha,0.693,0.896,-4.114,0.0682,0.31,0.0,0.854,126.995
Radhe Shyam,0.5785,0.5115000000000001,-8.1785,0.0332,0.3077,1.315e-06,0.5125,123.413
Radial,0.0832,0.245,-14.042,0.0484,0.933,0.741,0.0372,85.475
Radiate,0.4772,0.7204,-6.6922,0.10190000000000002,0.112554,0.13619858,0.16236,125.41460000000002
Radiccio,0.577,0.761,-13.01,0.0341,0.00802,0.118,0.248,127.981
Radio,0.45775,0.87075,-4.20625,0.061599999999999995,8.305e-05,1.03e-06,0.61925,153.72175
Radio Gold - Cliff Richard And The Shadows,0.599,0.481,-7.412,0.0467,0.501,0.0,0.772,62.573
Radio Killers in Stereo,0.483,0.816,-4.064,0.0433,0.00561,0.0,0.193,128.021
Radio Londres,0.601,0.878,-6.513,0.0386,0.000312,5.83e-05,0.704,113.948
Radio Love,0.74,0.756,-6.387,0.035,0.0248,0.000252,0.46,120.021
Radio Pirata Ao Vivo,0.388,0.987,-5.936,0.107,0.032,0.0578,0.405,162.988
Radio Retaliation,0.415,0.606,-7.549,0.0284,0.0229,0.909,0.148,158.011
Radioactivity,0.26,0.9575,-3.5075000000000003,0.07995,0.006815,0.872,0.5625,188.55200000000002
Radiola,0.469,0.852,-6.001,0.036,0.101,2.7e-05,0.671,135.829
Radler Is Geen Alcohol,0.601,0.841,-5.711,0.0495,0.0159,0.0,0.658,139.985
"Radyo Günlerinden Canlı Kayıtlar, Vol. 3",0.379,0.321,-6.393,0.0387,0.86,1.43e-06,0.292,118.33
Raees,0.4965,0.825,-4.064,0.1805,0.4145,0.0,0.8005,106.6475
Raf,0.789,0.436,-11.209,0.0316,0.201,0.00251,0.135,97.009
Rafta Rafta,0.647,0.792,-5.103,0.0372,0.389,1.65e-05,0.499,96.073
Raftaar Wahi Hogi,0.617,0.599,-7.705,0.035,0.758,0.0,0.431,100.954
Rage,0.5034285714285714,0.8812857142857142,-4.569285714285715,0.14548571428571427,0.02457057142857143,0.20492257142857145,0.3682857142857143,124.78357142857142
Rage Against The Machine - XX,0.466,0.833,-4.215,0.304,0.0266,0.0,0.661,88.785
Rage in Eden,0.592,0.59,-12.136,0.0499,0.201,0.597,0.559,144.832
Rages 1992,0.699,0.593,-8.902,0.0546,0.0111,0.928,0.322,128.011
Ragga Ragga Ragga 11,0.815,0.776,-5.4825,0.2475,0.1047,0.0,0.8160000000000001,133.3665
Ragga Ragga Ragga 16,0.811,0.741,-4.042,0.123,0.358,0.0,0.66,94.706
Ragga Ragga Ragga 2008,0.585,0.824,-4.455,0.0896,0.219,0.0,0.945,128.626
Ragga Ragga Ragga 2009,0.509,0.67,-7.868,0.234,0.117,0.0,0.666,82.866
Ragga Ragga Ragga 6,0.884,0.822,-3.295,0.173,0.0103,0.0,0.708,92.058
Ragga Ragga Ragga 8,0.703,0.796,-7.446,0.326,0.482,0.0,0.427,89.227
Ragga Ragga Ragga 9,0.827,0.728,-5.954,0.328,0.305,0.0,0.653,92.945
Ragga Tip,0.714,0.958,-6.769,0.0527,0.000976,0.0118,0.85,174.977
Ragga-Tech,0.631,0.867,-4.54,0.264,0.00479,0.297,0.352,180.051
Raggamuffin Reloaded,0.652,0.801,-4.835,0.0519,0.00116,0.0357,0.35,87.499
Raggamuffin SoundTape,0.7035,0.8565,-5.911,0.15844999999999998,0.14620999999999998,0.02295,0.5845,152.0035
Raggarbil,0.462,0.851,-2.771,0.0346,0.000962,0.000724,0.701,149.937
Ragini Mms 2,0.648,0.52,-8.543,0.0249,0.674,0.00129,0.492,102.975
Ragnarok,0.472,0.951,-0.941,0.12,0.0121,0.00714,0.218,75.119
"Rags, Medleys, Saw Blades, & Boogies",0.637,0.612,-9.471,0.0322,0.464,0.869,0.903,119.823
Ragtime,0.671,0.315,-13.5445,0.0371,0.514,0.48555,0.788,101.4055
Ragtime Lady,0.484,0.647,-13.536,0.0383,0.777,0.91,0.961,117.952
Ragtime Piano,0.719,0.321,-17.263,0.0452,0.828,0.901,0.974,107.949
Ragtime: The Musical,0.38475,0.3207125,-12.359,0.0798375,0.902125,0.0019122875,0.3200375,107.947375
Rahatımı Bozamam,0.758,0.492,-6.999,0.045,0.389,0.0,0.38,127.128
Rahguzar,0.605,0.463,-11.316,0.0293,0.478,0.000737,0.499,117.924
Rahogi Meri,0.468,0.432,-7.398,0.0242,0.56,0.000111,0.273,83.04
Raices de Pasión,0.752,0.687,-5.945,0.0567,0.09140000000000001,0.0002715,0.7935,131.90550000000002
Raid,0.7945,0.612,-7.8345,0.15655000000000002,0.4895,0.0084,0.3925,111.4295
Raiden Shogun Theme,0.263,0.586,-9.08,0.0421,0.209,0.89,0.125,144.009
Raiden vs Shiva Rap. La carga de la cima,0.738,0.848,-7.032,0.391,0.446,0.0,0.528,92.301
Raiding the Vaults,0.791,0.735,-6.672,0.211,0.0854,0.68,0.652,92.013
Rail Breaker,0.661,0.8080000000000002,-5.067,0.062,0.005910000000000001,6.01e-05,0.0784,145.128
Rail Breaker  [Remixes],0.733,0.87,-3.597,0.208,0.00921,6.6e-05,0.532,145.27
Railroad Earth | OurVinyl Sessions,0.542,0.339,-17.248,0.032,0.514,0.00485,0.456,88.017
Raimundos,0.315,0.918,-7.703499999999999,0.08505,0.005815999999999999,0.002616,0.5135,139.52599999999998
Rain,0.42477777777777775,0.6384888888888889,-15.110999999999999,0.05093333333333334,0.13579739333333332,0.41461048888888885,0.16191111111111112,89.49677777777778
Rain And Wave Machines,0.0,8e-05,-15.066,0.0,0.00181,0.984,0.0,122.979
Rain And Waves,0.135,0.067,-21.524,0.0552,0.143,0.973,0.0381,140.878
"Rain Drop Medley of Roof, Thunder, Forest, Car, and More",0.03245714285714286,0.5221518714285714,-18.970428571428574,0.015314285714285713,0.06746405714285715,0.7621428571428571,0.007242857142857142,38.23757142857143
Rain God,0.495,0.869,-4.461,0.0477,0.000244,0.791,0.0513,175.055
Rain In Ibiza,0.654,0.898,-5.964,0.0413,0.0844,0.0347,0.722,123.996
Rain Noise,0.183,0.0112,-19.413,0.33,1.14e-06,0.462,0.00142,80.403
Rain On Me,0.62,0.281,-11.054,0.0566,0.807,0.938,0.238,170.034
Rain Relaxation,0.72,0.422,-14.467,0.0487,0.95,0.807,0.0392,151.982
Rain Sleep,0.15,0.4619825,-20.7245,0.10495,0.077501105,0.867,0.002685,85.594
Rain Sleep Sounds,0.246,0.999,-22.095,0.0916,0.153,0.991,1e-05,114.56
Rain Sound Recouperation,0.14008333333333334,0.9893333333333333,-17.1345,0.05636666666666667,0.30183472833333336,0.6095333333333334,0.008643333333333334,103.95233333333333
Rain Sounds,0.172,0.999,-23.92,0.0562,0.146,0.978,1e-05,69.062
Rain Sounds & White Noise,0.191,0.979,-16.999,0.0904,0.135,0.984,0.0115,133.377
Rain Sounds For Sleep and Relaxing Piano Music For Sleeping,0.106,0.061,-26.636,0.0434,0.939,0.924,0.0818,78.607
Rain Sounds and other Ambiences,0.0,0.020968233333333332,-21.965333333333334,0.0,0.434,0.6839666666666666,0.0,122.979
Rain Sounds for Sleep,0.335,0.996,-19.941,0.0345,0.382,0.61,0.0115,90.807
Rain Sounds: Deep Sleeping,0.171,0.992,-25.371,0.0423,0.121,0.985,1e-05,68.007
"Rain Sounds: Loopable Rain Sound, Loopable Meditation Sounds, Loopable Tranquil Sleep Sounds, Loopable Baby Sleep Aid",0.331,0.999,-20.557,0.114,0.319,0.801,1e-05,83.349
"Rain Sounds: Meditaton Rain Sounds, Massage and Spa Music for Yoga, Soothing Ambient Sleep Sounds, Baby Sleep Aid",0.0,2.82e-05,-29.564,0.0,0.36,0.903,0.0,122.979
"Rain Sounds: Rain Sound Meditation, Relaxing Sound of Rain, Massage Yoga Music and Ambient Soothing Sounds",0.16,0.639275,-21.794249999999998,0.0514,0.54402035,0.6725,0.03458,114.93825000000001
Rain Storm Sound,0.129,0.593,-21.231,0.0748,0.762,0.902,0.0274,144.288
Rain White Noise,0.167,0.924,-21.583,0.0947,0.124,0.989,0.00317,117.149
Rain and Tears,0.574,0.301,-15.573,0.0258,0.724,0.949,0.0788,99.983
Rain and Thunder Sleep,0.165,1.0,-14.135,0.0524,0.0936,0.984,1e-05,81.293
Rain for Sleep,0.1331,0.006425,-19.631999999999998,0.243,1.9150000000000003e-06,0.621,0.00071,79.5785
Rain is,0.573,0.538,-11.731,0.0421,0.533,0.362,0.0711,111.975
Rain on Roof,0.4645,0.999,-10.065000000000001,0.06434999999999999,0.9335,0.859,0.02035,76.743
Rain on Window,0.38849999999999996,0.916,-14.419,0.07419999999999999,0.5735,0.755,0.10615,85.581
Rain on the Window,0.502,0.581,-6.553,0.428,0.127,0.0,0.661,177.614
